nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,store,nama_kelurahan,nama_kecamatan,nama_kota
indomaret birah senayan,4.1,168,-6.2353007,106.8152731,"no.13, jl. birah i no.1, rt.5/rw.6, rw. bar., kota jakarta selatan",ChIJkYWOBl_xaS4RmTTy6oeqFXc,Indomaret,Rawa Barat,Kebayoran Baru,Kota Jakarta Selatan
indomaret,5.0,2,-6.255084,106.8144756,"jl. bangka raya no.5d, rt.13/rw.1, bangka, kota jakarta selatan",ChIJna8wx9fxaS4RYJPoLhdWN9A,Indomaret,Bangka,Mampang Prapatan,Kota Jakarta Selatan
indomaret apartemen kemang jaya,4.0,9,-6.2646261,106.813776,"jl. taman kemang jaya no.9, rw.2, bangka, kota jakarta selatan",ChIJGQe3OH7xaS4RIoThryrl3zc,Indomaret,Bangka,Mampang Prapatan,Kota Jakarta Selatan
indomaret point kemang (argo promosi),4.7,71,-6.2617066,106.8155229,"jl. kemang raya no.36, rt.12/rw.5, bangka, kota jakarta selatan",ChIJ_YNG5YDxaS4RQpg-Vbilhmw,Indomaret,Bangka,Mampang Prapatan,Kota Jakarta Selatan
indomaret kalibata utara,4.5,101,-6.2604007,106.837657,"jl. kalibata utara ii no.37, rt.7/rw.7, kalibata, kota jakarta selatan",ChIJiXNZXIjzaS4RjQ-7sFoVCPU,Indomaret,Kalibata,Pancoran,Kota Jakarta Selatan
indomaret pasar minggu,4.1,77,-6.2804467,106.844865,"jl. raya pasar minggu no.8, rt.6/rw.1, ps. minggu, kota jakarta selatan",ChIJz_____DtaS4R2Q5FIFxTxv8,Indomaret,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan
indomaret point ampera,4.3,264,-6.2819344,106.8197334,"5, jl. ampera raya no.135, rt.5/rw.10, ragunan, kota jakarta selatan",ChIJSdmaRR7yaS4Rz1S6S2xE9kw,Indomaret,Ragunan,Pasar Minggu,Kota Jakarta Selatan
indomaret,5.0,1,-6.2794572,106.8335032,"prcm+59q, rt.13/rw.2, jati padang, kota jakarta selatan",ChIJNb3Las7zaS4R0UHAjC6iv1A,Indomaret,Jati Padang,Pasar Minggu,Kota Jakarta Selatan
indomaret,4.6,81,-6.275748999999999,106.8414378,"jl. pejaten raya no.1b, rt.7, pejaten bar., kota jakarta selatan",ChIJ63ebeEDyaS4RkvBsuy-1j3o,Indomaret,Pejaten Barat,Pasar Minggu,Kota Jakarta Selatan
indomaret cikajang. f4o3,3.8,33,-6.2394178,106.8107532,"1, jl. cikajang no.1, rt.1/rw.5, petogogan, kota jakarta selatan",ChIJC8mjQGfxaS4RkOquMhj4bMM,Indomaret,Petogogan,Kebayoran Baru,Kota Jakarta Selatan
indomaret cipaku 1 no. 33,0.0,0,-6.239303899999999,106.8121988,"jl. cipaku i no.2, rw.4, petogogan, kota jakarta selatan",ChIJXxPvJBLxaS4RtgUwzQoQGtQ,Indomaret,Petogogan,Kebayoran Baru,Kota Jakarta Selatan
indomaret wolter mongonsidi,4.4,150,-6.2385571,106.817085,"1, jl. kapten tendean no.125, rt.1/rw.2, rw. bar., kota jakarta selatan",ChIJB9ECK93xaS4R_Mj4ihkqHJI,Indomaret,Rawa Barat,Kebayoran Baru,Kota Jakarta Selatan
indomaret,5.0,1,-6.2258532,106.8588152,"blok a, jl. gudang peluru barat, jl. kh. abd. syafei'i no.17, rt.4/rw.3, kb. baru, kota jakarta selatan",ChIJq-_X7gzzaS4RvoAmsWNp4Qk,Indomaret,Kebon Baru,Tebet,Kota Jakarta Selatan
indomaret hybrid pejaten raya,4.3,256,-6.279562299999999,106.8367311,"jl. pejaten raya no.42, rt.8/rw.10, jati padang, kota jakarta selatan",ChIJL-7KwRXyaS4R1KfdS1lXbjA,Indomaret,Jati Padang,Pasar Minggu,Kota Jakarta Selatan
indomaret fatmawati 33d,5.0,1,-6.2664857,106.7975475,"rt 03 no, jl. rs. fatmawati raya no.33c, rt.2/rw.2, gandaria sel., kota jakarta selatan",ChIJsZgWTnXxaS4R_vrbAMPG_9c,Indomaret,Gandaria Selatan,Cilandak,Kota Jakarta Selatan
indomaret,4.6,43,-6.2627085,106.7887445,"jl. radio dalam raya no.12a, rt.7/rw.10, gandaria utara, kota jakarta selatan",ChIJvygfS6HxaS4RL3sTDNNU6fY,Indomaret,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan
indomaret,4.3,7,-6.2774015,106.7765376,"pertokoan taman hijau baru, jalan bukit hijau 1 no. 14, pondok pinang, kebayoran lama, rt.1/rw.13, pd. pinang, kota jakarta selatan",ChIJkx-NPnL4aS4RDbS5_c6xsp4,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret,4.7,3,-6.278223100000001,106.797096,"jl. rs. fatmawati raya no.7, rt.8/rw.6, gandaria sel., kota jakarta selatan",ChIJzVqDlcTxaS4Rwlnqrz5hXbo,Indomaret,Gandaria Selatan,Cilandak,Kota Jakarta Selatan
indomaret,4.3,42,-6.2857772,106.7808844,"pq7j+p92, jl. metro pondok indah, rt.3/rw.14, pd. pinang, kota jakarta selatan",ChIJLWcbOM_xaS4RIMEFJuZjRvY,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret,0.0,0,-6.2910563,106.7949517,"jl. pejaten raya no.19 a, rt.18/rw.2, jati padang, kota jakarta selatan",ChIJZW196Q7xaS4R95E7nWT6Da4,Indomaret,Jati Padang,Cilandak,Kota Jakarta Selatan
indomaret ciputat raya 4,4.1,18,-6.2829641,106.7806074,"jl. ciputat raya no.4, rt.9/rw.2, pd. pinang, kota jakarta selatan",ChIJd-fx6q3xaS4RLtxCS_G0RvY,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret - plaza satu pondok indah,4.2,9,-6.2843295,106.7811145,"jl. taman duta i no.7, rt.4/rw.14, pd. pinang, kota jakarta selatan",ChIJn2i-wMjxaS4RporVNR8Svs0,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret spbu terogong,4.8,8,-6.2821542,106.7916131,"jl. terogong raya no.16, rt.10/rw.10, cilandak bar., kota jakarta selatan",ChIJj-UaO5zxaS4RHGBB4QPZ-0Y,Indomaret,Cilandak Barat,Cilandak,Kota Jakarta Selatan
indomaret ciputat raya 1 {ttdq},4.6,7,-6.269582199999999,106.7748789,"jl. ciputat raya no.1 3 11, rt.3/rw.11, pd. pinang, kota jakarta selatan",ChIJY-C-8sPxaS4RnTlXQJ-0AgA,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret pondok pinang,4.4,131,-6.277701,106.7728599,"jl. ciputat raya no.9, rt.1/rw.7, pd. pinang, kota jakarta selatan",ChIJFzBJ_bTxaS4R8JON9mw_ULs,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret fatmawati raya,4.2,18,-6.2695941,106.7975764,"jl. rs. fatmawati raya no.27, rt.1/rw.5, cipete sel., kota jakarta selatan",ChIJDwAAAJHxaS4RELZlVPfYtVg,Indomaret,Cipete Selatan,Cilandak,Kota Jakarta Selatan
indomaret ciputat raya 5,4.0,1,-6.2776029,106.7794317,"jl. ciputat raya no.01, rt.11/rw.15, pd. pinang, kota jakarta selatan",ChIJE1VVVbbxaS4R4pD7bmqkkgI,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret ciputat raya 5,4.0,27,-6.2711724,106.7755201,"indomaret, jl. ciputat raya no.5, rt.1/rw.6, pd. pinang, kota jakarta selatan",ChIJmeRBFrLxaS4RmHuZnxbwxI8,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret spbu simatupang,4.2,22,-6.2928207,106.794356,"pq4v+vph, jl. r.a. kartini, rt.1/rw.4, cilandak bar., kota jakarta selatan",ChIJPd3qm93xaS4Ry_DGnmEAInk,Indomaret,Cilandak Barat,Cilandak,Kota Jakarta Selatan
indomaret golden fatmawati,0.0,0,-6.2777755,106.7968703,"jl. rs. fatmawati no. 15 ab gandaria selatan cilandak jakarta selatan dki jakarta rt.8, rw.6, gandaria sel., kota jakarta selatan",ChIJSShBVZDxaS4Rte30BlBPAO4,Indomaret,Gandaria Selatan,Cilandak,Kota Jakarta Selatan
indomaret bintaro mulia.,2.0,2,-6.2609562,106.7672112,"jl. rc. veteran raya no.2, rt.10/rw.10, bintaro, kota jakarta selatan",ChIJcQydolXwaS4RhUhvgR38H7M,Indomaret,Bintaro,Pesanggrahan,Kota Jakarta Selatan
indomaret metro pondok indah,4.3,480,-6.2743949,106.7827922,"blok tc, jl. metro pondok indah no.11, rt.2/rw.15, pd. pinang, kota jakarta selatan",ChIJm56pCbrxaS4RgzDUcFCWSR0,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret taman cilandak,5.0,4,-6.2930967,106.7920496,"jl. taman cilandak raya no.9, rt.11/rw.4, cilandak bar., kota jakarta selatan",ChIJv01rArvxaS4RuUFeXimA3zk,Indomaret,Cilandak Barat,Cilandak,Kota Jakarta Selatan
indomaret ciputat 18,4.1,69,-6.2638128,106.7750009,"pqpg+f2c, jl. raya ciputat, rt.6/rw.1, pd. pinang, kota jakarta selatan",ChIJQzFdk6vxaS4Ri6I1vWvx4_s,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret h. muhi,4.2,70,-6.2666653,106.7706362,"jl. haji muhi raya, rt.10/rw.4, pondok pinang, kebayoran lama, jl. h. muhi raya no.39, rt.10/rw.4, pd. pinang, kota jakarta selatan",ChIJTfxSM1PwaS4RgYyvQDCry1A,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret abu serin,4.5,10,-6.275743299999999,106.7971777,"jl. abuserin no.5, rt.10/rw.6, gandaria sel., kota jakarta selatan",ChIJXQQSNpTxaS4RsGiRh1Rrct0,Indomaret,Gandaria Selatan,Cilandak,Kota Jakarta Selatan
indomaret,2.0,4,-6.289838899999999,106.7781069,"jl. r.a. kartini no.49, rt.9/rw.7, lb. bulus, kota jakarta selatan",ChIJEaTZ42DxaS4R044D9l8J_vQ,Indomaret,Lebak Bulus,Cilandak,Kota Jakarta Selatan
indomaret fatmawati 20,0.0,0,-6.281351099999999,106.7963965,"pq9w+fh2, west cilandak, kota jakarta selatan",ChIJrTZnpp_xaS4RW53IaKnPsIc,Indomaret,West Cilandak,Cilandak,Kota Jakarta Selatan
indomaret fatmawati 2,3.8,11,-6.268205399999999,106.7970959,"jalan rs. fatmawati no. 5, cilandak, rt.1/rw.3, gandaria sel., kota jakarta selatan",ChIJFb9gM5jxaS4Rq1wKzoM3qas,Indomaret,Gandaria Selatan,Cilandak,Kota Jakarta Selatan
indomaret haji nawi ( tq03 ),0.0,0,-6.2637034,106.7954092,"4, jl. h. nawi raya no.28a, rt.4/rw.7, gandaria sel., kota jakarta selatan",ChIJ4dWEmRnxaS4RQFHJI6sgsqk,Indomaret,Gandaria Selatan,Cilandak,Kota Jakarta Selatan
indomaret rc veteran,4.4,223,-6.2645803,106.7664311,"jl. rc. veteran raya jl. dahlia no.42e, rt.9/rw.3, bintaro, kota jakarta selatan",ChIJUfoIE1TwaS4RtWJPNqpLxvY,Indomaret,Bintaro,Pesanggrahan,Kota Jakarta Selatan
indomaret madrasah,4.3,89,-6.266464999999999,106.7914699,"no, jl. madrasah no.17, rt.7/rw.1, gandaria sel., kota jakarta selatan",ChIJ14sVU6LxaS4Rrt0AdBPZjQM,Indomaret,Gandaria Selatan,Cilandak,Kota Jakarta Selatan
indomaret ciputat raya ta3p,4.3,59,-6.2585712,106.7773998,"jl. ciputat raya no.35, rw.10, kby. lama sel., kota jakarta selatan",ChIJd734LwfxaS4R9GSRMspZ-XE,Indomaret,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
mitra umkm indomaret,0.0,0,-6.2695104,106.7975699,"pqjx+52v, jl. rs. fatmawati raya, rt.6/rw.5, cipete sel., kota jakarta selatan",ChIJYWqPfpfxaS4RB7eEa52T3-0,Indomaret,Cipete Selatan,Cilandak,Kota Jakarta Selatan
indomaret bdn raya,4.2,66,-6.279392199999999,106.7984418,"jl. bdn raya no.10, rt.10/rw.11, cilandak bar., kota jakarta selatan",ChIJKZqyypTxaS4RkjwUtyXrkBY,Indomaret,Cilandak Barat,Cilandak,Kota Jakarta Selatan
indomaret h. batong,3.9,60,-6.286857899999999,106.7903161,"jl. h.batong raya rt007/rw006, cilandak barat, cilandak, rt.7/rw.6, west cilandak, kota jakarta selatan",ChIJAQAAAOfxaS4R6wrqsJtf5pk,Indomaret,West Cilandak,Cilandak,Kota Jakarta Selatan
indomaret depsos raya,4.3,294,-6.2635979,106.7636982,"jl. depsos raya no.4, rw.1, bintaro, kota jakarta selatan",ChIJfdJDkFbwaS4RzRPhnmq9ySw,Indomaret,Bintaro,Pesanggrahan,Kota Jakarta Selatan
indomaret panglima polim - blok a,4.0,29,-6.2576762,106.7967995,"jl. rs. fatmawati raya no.1, gandaria utara, kota jakarta selatan",ChIJCZIzrZ_xaS4RiJX_wvOeaH4,Indomaret,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan
indomaret pupan ciputat,5.0,11,-6.2831678,106.7717267,"jl. pupan no: 01 rt 07 / rw 08, pondok pinang, kebayoran lama, rt.11/rw.15, pd. pinang, kota jakarta selatan",ChIJE1VVVbbxaS4RJVUwg--0dq4,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
rc indomaret veteran 2. f70u,4.2,19,-6.2763063,106.7624003,"pqf6+fxg, jl. rc. veteran raya, rt.3/rw.11, bintaro, kota jakarta selatan",ChIJEUakJUnwaS4R5nVu-_yApX4,Indomaret,Bintaro,Pesanggrahan,Kota Jakarta Selatan
indomaret,0.0,0,-6.26411,106.7988205,"pqpx+9g4, unnamed road, rt.1/rw.5, north cipete, kota jakarta selatan",ChIJF69gRyfxaS4R72RSYGIDZyU,Indomaret,North Cipete,Kebayoran Baru,Kota Jakarta Selatan
indomaret,4.4,26,-6.2962454,106.7892345,"pq3q+gmh, jl. lb. bulus i, rt.3/rw.4, cilandak bar., kota jakarta selatan",ChIJsbv9uN7xaS4RK2vE-f9VboA,Indomaret,Cilandak Barat,Cilandak,Kota Jakarta Selatan
indomaret bintaro graha,4.3,18,-6.2573003,106.7640903,"jl. bintaro permai, rt.2/rw.9, bintaro, kota jakarta selatan",ChIJt____1DwaS4RKkfX8UBEtdo,Indomaret,Bintaro,Pesanggrahan,Kota Jakarta Selatan
indomaret,4.7,3,-6.265670699999999,106.7753023,"rt.5/rw.2, pd. pinang, kota jakarta selatan",ChIJBXn-SFTxaS4R7R3uiSMUobE,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret damai fatmawati. fq84,4.1,36,-6.2600751,106.7970731,"jl. damai raya no.6, rt.1/rw.5, north cipete, kota jakarta selatan",ChIJXw0Sy5_xaS4RW8YkG7Tx-_8,Indomaret,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan
indomaret bona indah 2,4.9,15,-6.2963167,106.7891712,"jl. lb. bulus i no.35b, rt.3/rw.4, cilandak bar., kota jakarta selatan",ChIJF35byhHxaS4RhU4r6frWhIo,Indomaret,Cilandak Barat,Cilandak,Kota Jakarta Selatan
indomaret kodam bintaro,4.4,82,-6.2590333,106.7597615,"pqr5+9wp, jl. bintaro permai, rt.4/rw.3, pesanggrahan, kota jakarta selatan",ChIJs2ElFvjwaS4RxGz06AXOrTg,Indomaret,Pesanggrahan,Pesanggrahan,Kota Jakarta Selatan
indomaret veteran 42,4.4,11,-6.264296,106.7661822,"jl. rc. veteran raya no.42, rt.3/rw.1, bintaro, kota jakarta selatan",ChIJo_xXbVTwaS4RzpuiYgv408Y,Indomaret,Bintaro,Pesanggrahan,Kota Jakarta Selatan
indomaret plus,4.3,229,-6.296373399999999,106.7948721,"5, jl. rs. fatmawati raya no.35, rt.5/rw.4, cilandak bar., kota jakarta selatan",ChIJd96Hv-DxaS4RHJwKA-4iFZI,Indomaret,Cilandak Barat,Cilandak,Kota Jakarta Selatan
post shop indomaret,3.0,5,-6.2947447,106.795399,"jl. rs. fatmawati raya no.10, rt.1/rw.4, cilandak bar., kota jakarta selatan",ChIJbd1pUOfxaS4Rt-kFPuyDtsk,Indomaret,Cilandak Barat,Cilandak,Kota Jakarta Selatan
indomaret,3.7,33,-6.2180145,106.7953619,"indomaret, jl. ridwan i no.5, rt.5/rw.7, grogol utara, kota jakarta selatan",ChIJw8ErsUrxaS4RHLDUy4GJLKU,Indomaret,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret,5.0,1,-6.2321661,106.769049,"jl. h. husin no.7, rt.7/rw.13, grogol sel., kota jakarta selatan",ChIJ7wOa9NjwaS4RlE5wVtVplPI,Indomaret,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret kebayoran lama 2 {thc1},3.7,23,-6.218096999999999,106.778701,"jl. raya kby. lama no.27, rt.5/rw.1, grogol utara, kota jakarta selatan",ChIJf6MZFinxaS4RyCeGToSenpA,Indomaret,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret kemandoran,4.2,302,-6.2134016,106.7907194,"jl. kemandoran i, rt.5/rw.16, grogol utara, kota jakarta selatan",ChIJNRM7bsn2aS4R8hvF8YZwxCM,Indomaret,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret,4.0,1,-6.2444003,106.7725752,"jl. peninggaran raya no.9, rw.11, kby. lama utara, kota jakarta selatan",ChIJSY442R3xaS4RiKFQ5S2VbxE,Indomaret,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret kebayoran lama 3,4.5,24,-6.2330232,106.7804064,"jl. raya kby. lama no.227, rt.10/rw.1, grogol sel., kota jakarta selatan",ChIJob7ukyTxaS4RigRph3C5HUU,Indomaret,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret gandaria city,4.4,91,-6.245896699999999,106.78401,"jl. kh. moh. syafi'i hadzami no.45, rt.9/rw.6, kby. lama utara, kota jakarta selatan",ChIJM5u87BDxaS4Rgyv0HFQy6ZY,Indomaret,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret panjang cidodol 3,4.4,14,-6.2321222,106.769101,"jl. masjid cidodol rt. 009 / rw. 012 no: 65a, rt.7/rw.9, south grogol, kota jakarta selatan",ChIJGwAAADvxaS4RE8wz9nSvxB4,Indomaret,South Grogol,Kebayoran Lama,Kota Jakarta Selatan
indomaret bungur raya2 {fuff},4.0,18,-6.2450426,106.780055,"jalan bunguran, rt.12/rw.2, kby. lama sel., kota jakarta selatan",ChIJ_46xkBrxaS4ReC4bR5CD23A,Indomaret,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret kemandoran 8,3.8,35,-6.2131316,106.7865443,"jl. kemandoran viii no.5, rw.11, grogol utara, kota jakarta selatan",ChIJT8mnns72aS4RPfUpbeXysQo,Indomaret,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret patal senayan,4.1,122,-6.2187177,106.7954941,"jl. patal senayan no.5, rw.7, grogol utara, kota jakarta selatan",ChIJPQAAAM32aS4RcEnvkUaMIR4,Indomaret,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret ciputat raya 2,4.4,22,-6.2463603,106.7796743,"jl. raya ciputat, rt.8/rw.4, kby. lama utara, kota jakarta selatan",ChIJfYz0UxrxaS4RDiV8YKP8J24,Indomaret,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret,4.1,57,-6.2483714,106.7903916,"jl. gandaria 1 no.67, rt.2/rw.8, kramat pela, kota jakarta selatan",ChIJXUBFcBLxaS4RdvT3g4SaRRs,Indomaret,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan
indomaret kh ahcmad dahlan. {twxj},4.1,27,-6.2458778,106.7920332,"qq3r+jrr, jalan kh. achmad dahlan, rt.3/rw.1, kramat pela, kota jakarta selatan",ChIJuxnwDxPxaS4R4BeT2kbalvE,Indomaret,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan
indomaret kebayoran lama 1,4.2,373,-6.2381749,106.7808075,"jl. raya kby. lama no.4, rt.2/rw.1, kby. lama utara, kota jakarta selatan",ChIJodfvliLxaS4RpMCXWAnHq3Q,Indomaret,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret spbu ciputat. t04d,4.9,7,-6.2479081,106.7781297,"jl. ciputat raya no.12, rt.8/rw.8, kby. lama utara, kota jakarta selatan",ChIJh3nZSBvxaS4RZ-S7enqBkV0,Indomaret,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret kebayoran lama 242,4.5,130,-6.231951899999999,106.7803754,"jl. raya kby. lama no.242, rt.11/rw.1, grogol sel., kota jakarta selatan",ChIJM8eV5iTxaS4RwEvXAASHlko,Indomaret,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret jalan masjid cidodol,4.3,46,-6.2321668,106.769016,"jl. masjid cidodol no.55-58, rt.7/rw.12, grogol sel., kota jakarta selatan",ChIJJUPMjNjwaS4RdFqvhCYBXTs,Indomaret,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret cipulir 1. t2z0,4.2,186,-6.235679999999999,106.7734791,"jl. cipulir i no.4, rt.12/rw.4, cipulir, kota jakarta selatan",ChIJy6BN4CDxaS4RsVFxeRXbZhc,Indomaret,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
indomaret ciledug raya 2,4.3,9,-6.238261,106.7717106,"jl. seskoal no.11, rt.8/rw.11, cipulir, kota jakarta selatan",ChIJ6aVHOCDxaS4R6MCZegYiQ0Q,Indomaret,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
"indomaret, blok m square",4.0,1,-6.2443244,106.7993778,"jl. melawai 6 no.3, rw.1, melawai, kota jakarta selatan",ChIJp6k1jNPxaS4RsvpHlCJjam4,Indomaret,Melawai,Kebayoran Baru,Kota Jakarta Selatan
indomaret gandaria1,4.7,7,-6.2484603,106.7904931,"jl. jatayu no.24, rt.2/rw.3, kramat pela, kota jakarta selatan",ChIJy45QPxLxaS4RZEV6XxuVfK0,Indomaret,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan
indomaret point,4.1,9,-6.236225300000001,106.7826683,"jl. st. no.3, rt.4/rw.1, kby. lama utara, kota jakarta selatan",ChIJEUFZ1DzxaS4RfUdVOuGCFGo,Indomaret,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret bungur raya 2,4.8,77,-6.2476761,106.7817145,"jl. duku raya no.79-81, rt.14/rw.6, kby. lama utara, kota jakarta selatan",ChIJhV_DfRrxaS4Ry97kNCuA-dY,Indomaret,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret ulujami,3.9,89,-6.2410821,106.7629435,"jl. ulujami raya no.11, rt.11/rw.5, ulujami, kota jakarta selatan",ChIJ4___P-fwaS4Ra-rEZZq9-CM,Indomaret,Ulujami,Pesanggrahan,Kota Jakarta Selatan
indomaret assirot,4.3,156,-6.225558899999999,106.7751594,"jl. assirot no.6a, rt.5/rw.5, grogol sel., kota jakarta selatan",ChIJ8VBSPinxaS4Rsng_u-K88hw,Indomaret,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret panjang cidodol 2 (tg26),3.8,8,-6.227386999999999,106.772065,"qqfc+2rv, jl. panjang cidodol, rt.14/rw.6, grogol sel., kota jakarta selatan",ChIJK5X2RyjxaS4RyPDN-Qxm35w,Indomaret,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret al mubarok 1,4.6,80,-6.239336199999999,106.7710655,"jl. al mubarok 1 no.14, rt.8/rw.6, cipulir, kota jakarta selatan",ChIJuVSpxN_waS4Rm819BJDCdw0,Indomaret,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
indomaret,5.0,3,-6.2375076,106.7638955,"jl. ciledug raya no.59, rt.1/rw.3, ulujami, kota jakarta selatan",ChIJSaRPzt3waS4R3DqqT8nucVY,Indomaret,Ulujami,Pesanggrahan,Kota Jakarta Selatan
indomaret delman utama. {f763},4.0,123,-6.247976299999999,106.7728671,"jl. delman utama, rt.2/rw.11, kby. lama utara, kota jakarta selatan",ChIJR9-Fph3xaS4R5_wCOsFGSn0,Indomaret,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret peninggaran raya,4.2,18,-6.2443344,106.7725693,"jl. peninggaran raya no.9, kby. lama utara, kota jakarta selatan",ChIJmemSdh7xaS4R82TubBojfuI,Indomaret,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
kebayoran lama indomaret assirot,4.7,213,-6.2253634,106.7782561,"jl. raya kby. lama no.n 44, rt.7/rw.1, grogol sel., kota jakarta selatan",ChIJeZWj6y7xaS4RkU4hCYZW7ig,Indomaret,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret melawai 6 no. 17,0.0,0,-6.2443244,106.7993621,"jl. melawai 6 no.17, rt.3/rw.1, melawai, kota jakarta selatan",ChIJZXQ3b1nxaS4RBDCbFsM3GfE,Indomaret,Melawai,Kebayoran Baru,Kota Jakarta Selatan
indomaret ulujami 2,4.3,106,-6.2475986,106.7632979,"jl. ulujami raya jl. h. buang no.gg, rt.1/rw.7, ulujami, kota jakarta selatan",ChIJ4___P-fwaS4RZ-EO8PKFun8,Indomaret,Ulujami,Pesanggrahan,Kota Jakarta Selatan
indomaret panglima polim 106,4.7,29,-6.2476908,106.7976133,"jl. panglima polim no.107, rw.5, b-c, kota jakarta selatan",ChIJI3U5C2XxaS4RdRRpbU-heos,Indomaret,b-c,Kebayoran Baru,Kota Jakarta Selatan
indomaret swadarma 2 {tc5e},4.0,98,-6.236108,106.7608682,"jl. swadarma raya blok haji nuh 1 no.9, rt.10/rw.3, ulujami, kota jakarta selatan",ChIJl0Lx7NzwaS4RvKVM6oOutyw,Indomaret,Ulujami,Pesanggrahan,Kota Jakarta Selatan
indomaret swadarma 3,5.0,4,-6.233315999999999,106.7605835,"jl. swadarma raya no 26 rt 001 rw 008, rt.11/rw.5, ulujami, kota jakarta selatan",ChIJ4___P-fwaS4R-yxrxTiWMmQ,Indomaret,Ulujami,Pesanggrahan,Kota Jakarta Selatan
indomaret palmerah barat 3,4.0,11,-6.207027699999999,106.7847179,"jl. palmerah barat no.3, rt.4/rw.no: 36, grogol utara, kota jakarta selatan",ChIJXX3NcsX2aS4RkMJNDkES6m0,Indomaret,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret simprug,0.0,0,-6.2288581,106.7857419,"jl. rw. simprug iii no.3, rw.9, grogol sel., kota jakarta selatan",ChIJkary8qvxaS4Rxb3W6Gmvnkg,Indomaret,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret palmerah (pertamina 34.122.05),0.0,0,-6.2083321,106.7882096,"jl. palmerah barat no.35, rt.1/rw.3, grogol utara, kota jakarta selatan",ChIJd51xpy33aS4Rtb1xjVOSXzI,Indomaret,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret,4.5,2,-6.2550721,106.7974134,"jl. darmawangsa raya no.125, rt.2, rt.2/rw.1, pulo, kota jakarta selatan",ChIJwX02iFLxaS4RMQgSCQVBeVQ,Indomaret,Pulo,Kebayoran Baru,Kota Jakarta Selatan
